model,arm,config_hash,recurrence_kind,task,split,difficulty,reasoning_steps,step,n_seeds,cos_last,cos_last_vs_seed,cos_min_after_first,token_acc,exact_match
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,27500,3,0.2114426096280416,0.0,0.2114426096280416,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,30000,3,0.21316750595966974,0.0,0.21316750595966974,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,32500,3,0.21332013296584287,0.0,0.21332013296584287,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,35000,3,0.21439738074938455,0.0,0.21439738074938455,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,37500,3,0.21411863466103873,0.0,0.21411863466103873,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,40000,3,0.21434473184247813,0.0,0.21434473184247813,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",2,40000,3,0.21434473184247813,0.0,0.21434473184247813,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,2500,3,0.4246209152042866,0.0,0.4246209152042866,0.8072188819002011,0.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,5000,3,0.26207607487837475,0.0,0.26207607487837475,0.798735852682305,0.0019960079840319364
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,7500,3,0.18669195783634981,0.0,0.18669195783634981,0.9088489713069207,0.32834331337325345
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,10000,3,0.189882455393672,0.0,0.189882455393672,0.9980871594713596,0.9770459081836327
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,12500,3,0.19008839254577956,0.0,0.19008839254577956,0.9993346641639511,0.9920159680638722
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,15000,3,0.19897134539981684,0.0,0.19897134539981684,0.9993346641044655,0.9930139720558883
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,17500,3,0.20165031713744005,0.0,0.20165031713744005,0.9997504990614816,0.9970059880239521
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,20000,3,0.21000539138913155,0.0,0.21000539138913155,0.9996673320819757,0.9960079840319361
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,22500,3,0.20789912280937037,0.0,0.20789912280937037,0.9996673320819757,0.9960079840319361
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,25000,3,0.21141189398864904,0.0,0.21141189398864904,0.9999168330204938,0.999001996007984
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,27500,3,0.2114426096280416,0.0,0.2114426096280416,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,30000,3,0.21316750595966974,0.0,0.21316750595966974,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,32500,3,0.21332013296584287,0.0,0.21332013296584287,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,35000,3,0.21439738074938455,0.0,0.21439738074938455,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,37500,3,0.21411863466103873,0.0,0.21411863466103873,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,40000,3,0.21434473184247813,0.0,0.21434473184247813,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",8,40000,3,0.20596118178218603,0.0,0.20596118178218603,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,2500,3,0.4246209152042866,0.0,0.4246209152042866,0.8072188819002011,0.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,5000,3,0.26207607487837475,0.0,0.26207607487837475,0.798735852682305,0.0019960079840319364
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,7500,3,0.18669195783634981,0.0,0.18669195783634981,0.9088489713069207,0.32834331337325345
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,10000,3,0.189882455393672,0.0,0.189882455393672,0.9980871594713596,0.9770459081836327
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,12500,3,0.19008839254577956,0.0,0.19008839254577956,0.9993346641639511,0.9920159680638722
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,15000,3,0.19897134539981684,0.0,0.19897134539981684,0.9993346641044655,0.9930139720558883
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,17500,3,0.20165031713744005,0.0,0.20165031713744005,0.9997504990614816,0.9970059880239521
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,20000,3,0.21000539138913155,0.0,0.21000539138913155,0.9996673320819757,0.9960079840319361
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,22500,3,0.20789912280937037,0.0,0.20789912280937037,0.9996673320819757,0.9960079840319361
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,25000,3,0.21141189398864904,0.0,0.21141189398864904,0.9999168330204938,0.999001996007984
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,27500,3,0.2114426096280416,0.0,0.2114426096280416,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,30000,3,0.21316750595966974,0.0,0.21316750595966974,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,32500,3,0.21332013296584287,0.0,0.21332013296584287,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,35000,3,0.21439738074938455,0.0,0.21439738074938455,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,37500,3,0.21411863466103873,0.0,0.21411863466103873,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,40000,3,0.21434473184247813,0.0,0.21434473184247813,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",32,40000,3,0.20596118178218603,0.0,0.20596118178218603,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,2500,3,0.43281644210219383,0.0,0.43281644210219383,0.8008007886292817,0.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,5000,3,0.2565431594848633,0.0,0.2565431594848633,0.8038872123152405,0.011011011011011013
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,7500,3,0.19109815141807,0.0,0.19109815141807,0.9083249964513579,0.2942942942942943
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,10000,3,0.1881802398711443,0.0,0.1881802398711443,0.9968301641332494,0.963963963963964
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,12500,3,0.18753050453960896,0.0,0.18753050453960896,0.9974140812446167,0.970970970970971
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,15000,3,0.19847221424182257,0.0,0.19847221424182257,0.9982482486062341,0.97997997997998
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,17500,3,0.20251290934781233,0.0,0.20251290934781233,0.9992492493089137,0.993993993993994
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,20000,3,0.2083854035784801,0.0,0.2083854035784801,0.9993326661584375,0.9919919919919918
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,22500,3,0.20788929301003614,0.0,0.20788929301003614,0.9997497498094141,0.9969969969969971
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,25000,3,0.20908887249728045,0.0,0.20908887249728045,0.9998331665396094,0.9979979979979979
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,27500,3,0.20932962434987226,0.0,0.20932962434987226,0.9999165832698047,0.998998998998999
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,30000,3,0.2111051951845487,0.0,0.2111051951845487,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,32500,3,0.21206894889473915,0.0,0.21206894889473915,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,35000,3,0.21340005906919637,0.0,0.21340005906919637,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,37500,3,0.21313944645226002,0.0,0.21313944645226002,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,40000,3,0.21333063145478567,0.0,0.21333063145478567,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",2,40000,3,0.21333063145478567,0.0,0.21333063145478567,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,2500,3,0.43281644210219383,0.0,0.43281644210219383,0.8008007886292817,0.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,5000,3,0.2565431594848633,0.0,0.2565431594848633,0.8038872123152405,0.011011011011011013
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,7500,3,0.19109815141807,0.0,0.19109815141807,0.9083249964513579,0.2942942942942943
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,10000,3,0.1881802398711443,0.0,0.1881802398711443,0.9968301641332494,0.963963963963964
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,12500,3,0.18753050453960896,0.0,0.18753050453960896,0.9974140812446167,0.970970970970971
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,15000,3,0.19847221424182257,0.0,0.19847221424182257,0.9982482486062341,0.97997997997998
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,17500,3,0.20251290934781233,0.0,0.20251290934781233,0.9992492493089137,0.993993993993994
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,20000,3,0.2083854035784801,0.0,0.2083854035784801,0.9993326661584375,0.9919919919919918
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,22500,3,0.20788929301003614,0.0,0.20788929301003614,0.9997497498094141,0.9969969969969971
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,25000,3,0.20908887249728045,0.0,0.20908887249728045,0.9998331665396094,0.9979979979979979
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,27500,3,0.20932962434987226,0.0,0.20932962434987226,0.9999165832698047,0.998998998998999
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,30000,3,0.2111051951845487,0.0,0.2111051951845487,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,32500,3,0.21206894889473915,0.0,0.21206894889473915,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,35000,3,0.21340005906919637,0.0,0.21340005906919637,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,37500,3,0.21313944645226002,0.0,0.21313944645226002,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,40000,3,0.21333063145478567,0.0,0.21333063145478567,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",8,40000,3,0.21033594912538925,0.0,0.21033594912538925,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,2500,3,0.43281644210219383,0.0,0.43281644210219383,0.8008007886292817,0.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,5000,3,0.2565431594848633,0.0,0.2565431594848633,0.8038872123152405,0.011011011011011013
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,7500,3,0.19109815141807,0.0,0.19109815141807,0.9083249964513579,0.2942942942942943
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,10000,3,0.1881802398711443,0.0,0.1881802398711443,0.9968301641332494,0.963963963963964
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,12500,3,0.18753050453960896,0.0,0.18753050453960896,0.9974140812446167,0.970970970970971
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,15000,3,0.19847221424182257,0.0,0.19847221424182257,0.9982482486062341,0.97997997997998
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,17500,3,0.20251290934781233,0.0,0.20251290934781233,0.9992492493089137,0.993993993993994
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,20000,3,0.2083854035784801,0.0,0.2083854035784801,0.9993326661584375,0.9919919919919918
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,22500,3,0.20788929301003614,0.0,0.20788929301003614,0.9997497498094141,0.9969969969969971
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,25000,3,0.20908887249728045,0.0,0.20908887249728045,0.9998331665396094,0.9979979979979979
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,27500,3,0.20932962434987226,0.0,0.20932962434987226,0.9999165832698047,0.998998998998999
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,30000,3,0.2111051951845487,0.0,0.2111051951845487,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,32500,3,0.21206894889473915,0.0,0.21206894889473915,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,35000,3,0.21340005906919637,0.0,0.21340005906919637,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,37500,3,0.21313944645226002,0.0,0.21313944645226002,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,40000,3,0.21333063145478567,0.0,0.21333063145478567,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",32,40000,3,0.21033594912538925,0.0,0.21033594912538925,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,2500,3,0.4300306911269824,0.0,0.4300306911269824,0.8012178711168042,0.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,5000,3,0.2716607730835676,0.0,0.2716607730835676,0.7958792040238271,0.003003003003003003
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,7500,3,0.19346776604652405,0.0,0.19346776604652405,0.9154154180406451,0.3813813813813814
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,10000,3,0.18759947270154953,0.0,0.18759947270154953,0.9974974978554833,0.973973973973974
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,12500,3,0.1887169082959493,0.0,0.1887169082959493,0.9986653323168749,0.983983983983984
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,15000,3,0.196579085662961,0.0,0.196579085662961,0.9994160828886329,0.9929929929929929
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,17500,3,0.20109843835234642,0.0,0.20109843835234642,0.9997497498094141,0.9969969969969971
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,20000,3,0.20939881665011248,0.0,0.20939881665011248,0.999332666039109,0.994994994994995
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,22500,3,0.2078071062763532,0.0,0.2078071062763532,0.9998331665396094,0.9979979979979979
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,25000,3,0.21053142783542475,0.0,0.21053142783542475,0.9998331665396094,0.9979979979979979
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,27500,3,0.20991356919209161,0.0,0.20991356919209161,0.9997497497497498,0.998998998998999
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,30000,3,0.21055286936461926,0.0,0.21055286936461926,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,32500,3,0.2108358715971311,0.0,0.2108358715971311,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,35000,3,0.2117429133504629,0.0,0.2117429133504629,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,37500,3,0.21141687966883183,0.0,0.21141687966883183,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,40000,3,0.21159881663819155,0.0,0.21159881663819155,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",2,40000,3,0.21159881663819155,0.0,0.21159881663819155,1.0,1.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,2500,3,0.4300306911269824,0.0,0.4300306911269824,0.8012178711168042,0.0
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,5000,3,0.2716607730835676,0.0,0.2716607730835676,0.7958792040238271,0.003003003003003003
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,7500,3,0.19346776604652405,0.0,0.19346776604652405,0.9154154180406451,0.3813813813813814
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,10000,3,0.18759947270154953,0.0,0.18759947270154953,0.9974974978554833,0.973973973973974
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,12500,3,0.1887169082959493,0.0,0.1887169082959493,0.9986653323168749,0.983983983983984
bdh,bdh/plain,5474de1f354e,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,15000,3,0.196579085662961,0.0,0.196579085662961,0.9994160828886329,0.9929929929929929
